electricity,gas,water
588,65,193
1033,131,183
312,68,252
645,130,298
1200,106,276
524,110,236
428,134,198
847,122,191
615,106,276
1045,102,156
1165,108,235
1144,56,202
373,106,155
576,71,242
901,75,260
740,99,278
739,138,298
601,55,216
542,105,224
753,69,175
683,145,231
372,63,183
1183,128,198
526,140,285
370,82,217
1101,116,166
857,68,209
389,103,225
879,103,203
986,120,269
1183,107,216
949,139,294
380,139,241
484,79,175
861,85,237
1001,110,199
1180,50,237
304,57,189
1090,60,204
560,74,244
483,58,171
628,57,198
1169,113,299
649,106,211
508,55,249
509,102,202
347,103,272
528,67,223
593,144,162
808,79,280
482,68,156
708,116,194
873,90,270
451,127,152
666,124,296
588,129,300
1028,128,215
643,59,274
443,116,202
597,67,242
1094,76,225
402,104,185
547,53,195
854,93,214
610,144,245
656,132,267
387,100,294
1158,101,192
689,136,222
513,127,161
806,98,202
777,106,168
777,117,178
1064,73,185
1084,93,154
669,104,209
937,122,181
509,116,279
340,115,164
307,93,266
841,140,237
612,68,287
975,131,176
881,66,171
1021,90,166
633,117,201
1122,53,229
634,84,163
735,129,281
988,127,159
347,119,202
1095,58,234
312,52,233
1200,55,217
1110,123,260
307,125,199
632,80,215
369,55,182
1043,57,243
542,150,167
1024,133,206
1163,134,226
346,126,219
804,119,264
1001,83,243
885,114,154
1039,69,161
686,139,262
941,131,203
350,130,214
641,137,256
417,88,204
950,92,170
422,66,279
562,73,266
689,83,228
715,138,244
631,75,233
1156,145,222
790,121,158
1156,121,295
423,109,209
462,124,210
771,116,183
1019,150,278
554,94,282
388,61,300
785,109,267
784,133,155
771,149,206
1055,130,272
713,135,238
623,148,155
690,85,192
880,136,202
959,120,180
1174,101,285
766,74,254
467,124,154
1013,84,155
320,126,244
393,107,205
933,112,280
349,116,177
889,138,237
753,85,279
426,94,205
992,88,277
847,93,249
1030,94,159
636,56,183
823,66,226
455,102,268
479,97,195
628,124,186
1097,89,244
738,126,209
788,65,219
1168,127,298
624,67,168
753,55,253
606,68,262
712,50,217
971,64,225
1128,98,266
303,89,257
709,55,276
901,64,273
712,67,226
1078,69,202
391,90,199
544,75,227
329,66,185
734,102,189
1056,138,189
342,53,156
654,69,173
1027,96,294
388,120,217
1002,121,295
832,104,191
719,117,175
346,150,161
660,150,298
471,143,163
794,50,151
846,116,229
1152,139,171
819,106,298
1047,82,244
503,58,195
1185,90,187
521,72,194
906,113,164
910,71,225
484,134,197
886,76,168
515,94,243
559,140,263
877,140,174
725,63,295
337,57,271
1177,114,196
891,108,181
1192,79,257
380,123,170
506,132,161
610,71,289
1160,56,277
575,114,168
721,66,153
542,76,234
690,131,228
880,70,159
846,93,262
342,63,182
670,102,152
678,130,280
990,103,249
1036,106,189
439,90,240
804,133,285
557,85,234
483,69,294
745,123,271
463,127,219
495,147,300
445,90,256
889,116,293
925,71,216
352,145,262
1158,127,156
582,51,229
1172,112,153
907,60,173
321,135,295
348,137,258
711,147,164
699,52,279
1019,84,225
414,53,153
1050,76,169
556,134,270
519,141,274
489,122,244
869,98,229
1038,65,296
402,74,187
666,71,193
1123,144,187
969,93,271
871,79,291
310,120,268
621,125,294
472,122,183
508,137,290
618,94,291
459,126,285
606,73,198
645,87,214
646,110,262
1006,51,236
1157,91,230
532,149,261
869,105,237
658,104,296
902,137,203
996,100,228
1130,123,158
511,127,199
583,88,195
767,101,245
1092,134,242
1049,60,183
934,117,187
562,120,167
505,130,282
881,89,231
927,79,236
791,72,259
968,70,241
1023,80,289
508,135,188
1092,139,203
398,125,186
695,121,151
424,75,263
1192,86,261
364,122,176
458,135,271
768,76,171
584,105,153
682,117,178
325,127,150
547,109,228
636,112,163
496,84,195
802,134,279
306,58,287
524,75,152
476,89,186
439,75,188
1089,64,287
943,127,163
354,145,208
434,69,161
1136,148,239
835,115,220
1094,54,295
651,121,173
1163,105,171
1144,110,158
585,112,206
679,93,174
640,83,259
941,67,204
966,58,228
519,103,299
1071,113,213
433,148,200
831,66,273
361,129,174
458,71,198
427,58,246
497,116,199
684,52,227
932,148,238
1086,80,194
671,132,245
548,68,250
426,96,294
300,81,212
849,92,260
850,86,231
865,122,170
892,59,275
990,98,179
1004,139,221
1146,96,174
890,87,271
418,145,230
759,75,196
1062,149,254
1097,61,204
633,128,192
346,50,189
586,130,179
532,117,186
1091,66,164
1050,113,300
1102,76,190
807,110,269
874,150,211
954,63,153
585,139,216
572,115,243
307,64,155
910,73,175
1087,146,162
1019,71,172
732,101,244
489,150,222
652,95,258
991,77,210
1108,98,254
1048,74,263
816,102,246
589,150,228
1000,117,174
377,115,210
997,71,165
548,58,214
502,110,176
953,64,262
579,111,249
484,105,268
776,115,225
437,134,233
356,149,200
1028,147,155
510,117,161
1187,139,291
583,82,217
819,67,179
716,71,194
1044,109,203
1113,118,181
1147,52,168
1125,99,247
876,145,285
1151,119,241
428,88,176
535,65,199
496,143,171
705,120,184
413,135,275
1058,107,238
375,73,236
732,146,281
343,146,281
506,138,292
1015,140,174
770,79,169
346,70,262
643,93,251
415,119,291
999,97,204
622,91,224
596,59,280
460,90,263
1138,98,216
837,81,218
444,84,295
1161,58,293
947,130,203
670,100,160
825,108,159
650,124,156
707,55,299
729,56,230
796,57,280
1001,73,297
883,59,253
1192,61,166
780,68,187
934,136,223
616,112,180
451,143,293
514,99,201
756,104,261
896,78,231
456,64,264
865,118,186
846,83,243
1083,66,166
825,59,277
712,150,156
1085,146,200
951,150,219
588,68,151
365,131,170
870,70,242
916,108,225
1180,146,221
716,79,270
790,117,294
964,54,260
667,70,256
596,96,277
698,107,247
798,123,203
495,110,158
529,103,280
999,113,202
1140,108,265
410,126,200
745,55,166
1122,150,226
333,140,169
729,92,170
484,99,208
1078,84,179
497,85,178
495,104,157
576,101,248
804,120,196
800,150,186
1024,146,265
812,139,255
531,130,168
340,148,169
563,108,265
1156,90,208
306,65,260
1123,112,266
564,117,168
843,90,246
515,140,284
681,109,224
1113,112,271
388,139,221
706,50,264
930,101,193
733,135,182
832,100,268
596,76,169
892,60,200
1166,121,212
862,99,248
602,124,262
696,147,168
532,92,273
626,83,226
1048,119,213
627,89,152
991,106,178
360,72,187
510,72,298
425,89,240
1041,66,200
979,58,253
797,149,215
783,65,237
1082,147,264
821,106,247
887,147,220
863,94,230
982,98,297
376,78,228
1139,71,247
722,136,253
1126,81,156
683,94,152
871,117,189
1064,146,277
616,131,188
1152,80,279
1040,148,164
406,64,231
759,79,222
842,139,167
552,113,277
1126,74,262
1125,83,260
1188,102,161
1036,56,178
718,59,246
1169,122,165
719,104,228
377,91,244
503,115,200
692,101,220
929,73,182
673,145,222
936,126,280
381,59,191
605,147,170
856,57,188
474,77,294
659,116,219
567,98,256
1148,127,249
842,54,231
640,56,223
897,88,241
1063,89,231
602,135,233
805,74,299
588,133,222
468,150,213
794,50,249
383,93,150
664,75,155
1090,137,285
979,121,262
543,90,201
1168,108,291
797,68,278
790,101,227
1151,66,230
723,133,236
1079,83,229
1169,79,295
331,67,270
550,56,242
621,122,165
326,74,150
832,87,280
754,118,170
790,101,234
515,54,296
570,113,240
571,53,241
1012,76,215
568,116,274
894,56,167
749,113,153
1117,89,298
966,78,269
1131,64,205
515,73,290
478,105,262
576,54,264
825,78,262
447,80,240
516,145,181
1198,69,156
898,106,293
549,61,181
553,124,279
365,82,236
896,58,184
639,144,152
1031,86,205
359,107,192
354,125,220
716,69,249
307,110,185
871,55,151
952,111,200
1104,77,269
428,83,151
750,65,172
978,92,264
818,84,268
537,107,254
1034,76,236
1022,143,253
995,90,222
834,74,241
1000,127,283
791,61,224
1155,95,203
503,107,298
530,123,227
1195,50,230
491,101,285
944,97,277
790,80,292
579,141,214
772,116,298
1046,94,299
764,134,278
1053,97,287
553,140,212
812,128,282
955,115,285
779,111,277
523,53,289
832,122,173
500,146,275
943,100,274
749,69,241
770,86,258
388,51,158
1111,60,240
783,96,295
597,142,156
876,94,217
484,102,240
1031,61,255
498,64,151
1159,97,180
820,71,212
798,139,246
871,107,195
586,100,239
1058,106,297
700,115,294
759,101,230
591,68,259
1192,54,276
357,58,168
660,130,220
776,131,250
571,50,300
639,71,230
1105,144,151
350,94,251
1130,108,204
896,104,151
1018,71,245
921,81,222
858,53,171
480,98,197
458,141,271
1094,98,204
393,126,191
1010,123,200
632,81,262
678,135,214
818,149,160
466,50,233
574,76,254
692,119,277
608,143,175
1192,131,218
971,69,266
509,140,280
418,108,246
1165,143,291
778,101,199
716,127,300
957,106,154
521,68,273
537,110,185
1096,108,281
353,62,244
682,61,235
406,50,268
809,73,173
584,69,233
769,55,165
790,141,207
828,150,293
337,79,288
450,139,189
932,52,161
417,82,225
706,129,231
800,63,262
336,130,279
501,126,241
736,122,236
825,86,269
719,129,273
690,143,162
925,147,167
798,114,168
1066,121,227
413,74,173
754,51,247
834,53,261
896,145,219
449,97,193
799,78,272
362,114,224
378,115,241
944,99,275
888,146,204
864,119,267
604,105,249
620,80,265
894,53,218
1177,67,273
905,137,210
1185,115,179
813,77,273
498,89,253
332,52,194
321,138,176
1106,94,174
371,124,291
793,86,251
610,97,258
798,125,152
989,81,193
1134,61,208
893,82,233
829,121,179
507,136,178
768,147,184
463,110,203
1102,88,228
505,111,155
859,75,296
468,141,191
1049,86,274
968,78,150
704,82,278
713,130,276
310,90,240
329,133,244
762,141,247
362,75,220
646,91,245
587,53,163
1156,97,274
872,68,231
748,73,158
1069,138,230
907,96,175
446,118,268
547,60,192
1153,138,261
1016,50,152
369,110,217
716,54,217
434,148,239
339,99,291
1137,148,274
621,115,232
1071,120,230
1100,79,163
880,127,201
1031,118,178
598,55,237
328,89,196
1196,63,293
648,98,199
470,56,163
1173,98,280
805,94,199
426,54,268
1008,127,232
594,66,160
1146,117,253
772,112,170
1034,104,165
961,67,234
922,55,160
959,127,225
1031,50,206
908,139,210
1077,70,190
1043,72,170
443,140,300
812,114,270
309,124,210
1107,67,215
510,57,157
590,141,241
1107,67,165
769,139,286
970,136,176
726,97,231
657,75,207
996,111,253
531,116,285
413,58,232
535,90,176
555,115,180
584,136,276
592,116,271
852,99,280
785,68,237
1051,141,272
846,144,233
1025,102,181
521,149,212
627,94,214
1093,126,161
493,135,185
779,67,276
938,119,262
856,143,164
503,78,247
984,138,248
725,117,286
772,124,234
1110,51,288
1095,119,175
370,99,188
1002,132,284
372,110,277
895,67,200
662,132,180
343,100,152
1155,145,177
968,141,169
952,105,184
997,122,181
596,111,243
504,59,241
461,64,187
1012,108,228
1067,52,232
491,148,183
325,139,153
346,65,252
1048,108,212
372,123,232
448,131,182
374,123,262
671,130,287
586,114,186
969,139,256
715,84,175
1050,144,219
1066,118,189
604,63,179
872,137,257
544,126,160
666,121,214
406,55,207
1068,142,212
781,141,169
821,65,292
361,95,155
337,111,274
1181,62,265
1058,134,195
1006,142,180
541,145,270
644,125,191
697,67,281
308,108,244
1123,111,174
1063,105,244
1169,119,154
1192,115,209
1015,108,216
1006,56,270
536,145,286
978,54,192
467,102,225
563,96,172
1146,57,202
946,58,260
1002,104,278
952,66,162
401,58,248
419,113,229
598,147,299
976,75,186
1107,118,172
560,89,248
467,120,241
1101,135,257
539,97,207
722,126,247
817,121,250
507,111,198
860,67,156
818,105,225
963,51,168
848,74,213
772,130,221
367,128,266
641,144,238
301,71,204
1149,101,224
1147,122,155
472,131,177
340,56,174
918,133,166
522,133,274
1088,147,152
672,58,182
1119,127,202
977,100,249
1188,70,164
316,105,187
536,132,244
571,128,267
476,54,264
751,146,181
494,52,256
515,62,272
632,95,219
337,83,205
1021,104,167
1117,112,171
794,70,196
486,60,181
1106,145,214
1199,136,162
361,68,187
466,68,170
566,114,222
382,50,252
383,58,251
427,115,259
345,72,159
339,69,295
1141,116,200
705,148,164
591,55,242
389,119,179
1132,123,203
1029,63,154
969,82,174
386,100,158
416,92,271
1186,103,170
1000,98,227
1186,120,297
1147,83,182
1120,109,281
606,53,175
409,96,227
673,84,241
1026,74,297
558,95,170
417,126,218
1074,80,289
628,132,176
401,108,234
626,57,193
525,73,173
578,112,185
464,55,221
512,113,277
478,91,188
885,132,270
991,54,169
633,109,194
940,149,179
747,80,172
958,81,185
990,76,247
774,110,252
342,94,204
706,76,151
1068,138,213
671,121,249
786,57,221
787,93,234
872,80,186
747,147,219
425,68,208
410,70,257
576,57,156
443,73,286
493,106,221
1085,135,245
626,74,282
926,123,268
607,104,201
481,112,190
538,125,184
1082,123,282
303,64,244
754,148,164
576,135,184
739,129,261
1131,146,239
786,99,193
905,64,150
998,103,215
715,81,201
739,62,258
353,133,275
485,55,222
548,61,239
990,125,258
1015,145,207
1055,105,194
863,77,286
1133,106,230
1139,73,206
642,61,210
1090,93,236
987,129,204
552,133,179
913,79,180
881,104,151
714,93,196
427,56,201
905,120,200
931,146,163
513,98,205
619,127,296
1132,88,224
880,111,255
339,54,235
725,83,176
488,82,281
563,82,293
743,112,246
880,68,215
587,114,230
878,67,242
540,96,161
725,120,291
1106,51,162
995,102,231
500,93,230
727,123,260
1055,51,225
461,81,240
1053,67,206
643,50,284
503,82,181
969,130,209
680,53,251
728,124,230
699,92,233
571,89,231
498,150,237
510,129,207
725,84,180
348,86,277
778,69,256
506,132,213
589,122,189
708,103,262
1078,86,263
646,146,164
820,68,295
769,147,214
750,115,210
958,135,175
407,63,193
608,126,241
574,76,159
608,108,249
776,138,224
1122,106,277
562,127,156
465,100,161
301,61,182
866,69,281
680,94,216
960,103,174
1082,110,269
1158,104,167
1013,75,247
417,146,161
964,100,210
557,109,250
719,146,257
984,147,155
553,53,263
799,92,222
1059,118,235
338,86,221
1045,102,151
372,81,165
565,85,179
630,70,273
488,60,298
1103,145,170
1037,103,201
867,104,192
382,144,295
417,64,153
892,93,274
343,84,234
745,67,184
591,86,182
633,82,280
850,55,206
528,137,249
745,109,260
733,143,186
983,69,297
848,119,249
1157,76,205
380,101,232
346,148,269
647,100,153
855,104,203
705,65,214
384,112,258
1149,107,165
867,53,291
1148,66,230
1112,87,217
556,110,211
537,94,269
301,80,270
724,133,227
676,89,251
361,83,156
810,113,184
436,125,169
557,78,229
624,105,258
341,109,256
307,95,201
513,54,294
726,73,185
646,129,273
315,99,268
942,138,276
736,56,189
506,59,221
733,144,296
375,103,237
485,84,272
851,86,236
921,133,271
700,70,213
354,139,168
1046,131,198
767,74,151
381,104,269
438,90,191
596,76,223
601,130,225
683,145,176
433,96,281
836,101,233
309,124,193
845,100,215
459,58,173
944,62,177
1073,61,285
994,68,233
550,147,225
687,53,206
997,106,217
499,143,160
1120,91,268
967,52,163
657,100,192
445,105,229
301,82,232
481,110,283
874,126,203
323,96,256
410,80,157
394,90,281
468,80,184
332,150,268
470,93,170
742,55,294
649,119,214
1186,106,219
1084,70,209
452,107,300
389,120,293
782,83,205
997,111,179
408,92,203
922,61,244
1060,99,165
597,81,237
1010,62,288
927,63,291
832,71,203
677,94,298
1113,94,161
918,97,216
1023,96,198
718,72,223
992,85,298
710,117,248
729,87,192
540,86,256
1177,131,177
708,100,211
1001,138,209
993,119,250
1169,138,274
1062,119,259
685,57,184
760,128,218
943,145,187
1030,63,170
1036,81,295
590,80,225
339,87,295
1060,96,163
627,108,151
1039,56,176
577,84,225
1001,107,169
907,132,199
352,100,300
943,107,205
868,113,218
541,101,271
811,96,167
1151,108,252
364,138,238
805,117,187
582,121,208
717,129,292
577,79,291
937,57,210
598,83,207
519,126,251
650,123,232
366,73,263
584,76,162
1103,134,169
933,143,153
844,96,207
576,81,284
1006,131,236
674,132,151
842,126,232
905,116,228
899,110,233
642,99,265
648,131,296
868,87,287
1011,95,223
355,91,214
959,51,207
747,149,221
825,111,177
753,82,254
611,107,193
967,82,240
1008,131,210
618,93,261
304,149,176
1108,148,238
1057,93,272
441,51,253
457,66,251
1066,65,158
869,73,237
335,112,165
942,55,168
1040,108,238
665,102,290
958,96,197
446,124,154
468,101,184
1114,58,276
462,76,297
381,132,222
391,149,168
648,149,286
1031,134,179
1129,98,204
1137,51,298
977,83,265
332,132,227
415,68,291
905,64,157
414,149,245
657,89,174
874,62,222
674,58,235
638,75,262
674,131,179
598,123,204
691,79,274
417,119,184
860,135,264
898,90,163
901,56,297
592,92,170
1193,127,237
524,95,256
364,117,207
1045,98,193
340,66,174
601,57,269
845,88,210
566,118,164
1042,148,259
1097,83,289
741,65,186
1035,80,243
560,138,244
1144,104,210
453,68,245
649,137,235
353,142,297
435,129,215
714,94,211
1110,130,183
774,99,204
1132,60,228
540,115,219
868,81,257
749,131,257
1131,104,293
442,110,277
562,60,243
621,66,171
532,119,190
1048,76,254
520,91,178
1006,93,270
515,147,224
487,90,249
803,51,223
877,99,236
493,95,155
308,116,277
461,145,288
854,128,218
985,141,216
483,77,174
588,129,155
571,60,232
907,92,176
631,94,216
800,79,290
473,113,177
518,148,283
758,135,273
642,116,285
1032,147,280
985,98,250
1015,58,283
840,136,292
387,141,156
1121,102,271
864,143,163
322,137,211
886,99,159
1191,76,186
875,135,183
447,95,256
573,129,165
773,85,289
752,77,295
1197,104,204
542,67,295
1026,127,193
1050,115,229
311,123,224
410,134,294
808,70,269
598,134,290
1047,66,173
1028,150,189
550,123,255
447,82,171
797,73,153
318,147,246
465,76,182
863,128,206
741,122,251
976,87,271
579,137,165
788,92,290
1121,121,242
1187,64,206
1043,85,187
856,128,150
747,97,264
782,100,160
1137,65,171
889,51,162
1084,143,224
848,99,238
1119,120,213
580,61,166
377,131,188
694,129,197
1107,131,243
815,71,166
658,139,165
640,52,246
878,81,156
1106,144,258
856,136,201
988,95,266
1066,134,217
1022,67,230
600,148,232
1013,70,231
1120,103,182
383,60,249
755,77,216
1012,55,218
1133,103,161
595,76,186
1103,136,198
658,141,240
595,96,199
815,78,173
935,69,281
582,126,251
922,148,266
1130,133,256
760,132,255
705,110,227
426,148,224
1132,136,157
348,145,265
766,55,281
1178,86,294
526,70,150
391,52,166
784,54,197
1022,58,188
568,149,153
992,56,280
413,138,272
932,114,274
494,62,239
825,149,216
1147,59,182
749,97,226
588,131,172
398,61,300
567,144,190
669,85,202
402,55,294
685,128,245
730,122,198
468,146,152
590,97,209
1157,52,155
1143,113,257
907,145,210
1105,126,264
791,114,227
807,82,300
668,55,248
574,94,170
763,60,271
484,67,204
884,59,230
866,140,227
442,143,197
1026,59,238
633,73,178
748,66,197
337,127,296
685,134,209
454,132,296
593,76,258
539,145,217
874,105,294
547,69,245
910,149,264
309,120,286
691,71,267
731,115,221
1096,128,265
442,100,270
865,51,229
405,91,211
499,91,247
1155,121,243
374,141,281
483,112,300
462,72,248
636,65,193
989,70,164
630,146,236
663,113,195
704,104,173
1126,122,185
1002,137,173
867,60,178
1120,138,271
621,119,168
668,127,191
1093,149,171
645,104,198
319,142,274
991,85,151
506,81,171
572,66,260
752,116,261
881,63,249
1042,145,154
504,75,199
364,150,153
641,83,179
657,126,224
308,58,245
912,100,182
315,124,300
826,145,219
515,79,173
737,125,151
1117,145,173
1051,55,293
328,145,266
1110,90,251
1164,64,242
787,68,281
678,99,230
1038,128,249
1128,121,248
495,62,293
721,149,200
485,147,242
1064,53,254
1000,138,207
807,128,152
1148,92,216
452,148,230
611,128,225
1091,63,272
903,80,239
697,84,202
607,75,151
1125,143,229
761,120,176
763,114,295
351,83,183
647,59,170
1167,120,185
637,78,268
424,113,189
704,121,250
1099,144,204
866,60,189
737,89,249
1019,72,244
766,73,248
1122,71,202
1029,118,191
966,91,217
732,71,292
457,120,187
913,93,205
404,150,294
661,147,244
450,55,248
415,75,195
535,61,154
562,90,188
455,117,232
539,119,198
1093,144,269
500,140,228
1154,143,253
397,71,158
1169,99,274
939,140,151
880,133,250
533,117,160
612,129,250
612,76,297
921,126,153
774,110,294
967,128,271
980,148,211
1111,82,161
329,122,295
1032,145,154
391,114,175
1079,92,266
411,118,168
405,136,162
1025,121,193
420,135,201
732,120,152
416,90,165
903,118,218
1136,81,253
813,65,273
695,86,287
835,123,300
633,81,182
872,76,197
583,113,197
915,149,165
551,109,187
801,75,208
488,120,290
335,121,201
555,73,293
969,123,202
488,65,159
1084,93,174
1179,150,245
1007,53,215
396,72,160
693,128,236
879,109,186
555,58,192
1138,120,200
567,64,271
997,144,165
471,61,154
359,141,182
843,103,267
855,82,273
868,114,287
738,87,295
1120,60,209
574,50,210
1045,145,183
1171,121,269
651,144,177
579,97,235
949,70,231
423,62,206
468,116,211
887,133,197
329,142,210
430,105,254
517,94,177
1082,69,151
623,77,221
748,55,257
1128,92,221
527,89,291
575,139,249
899,64,219
477,130,257
1109,53,167
325,90,273
790,51,182
1100,134,287
1028,102,254
726,111,250
698,69,248
392,99,289
780,76,277
980,80,235
671,102,278
426,116,278
528,61,222
377,139,209
1119,148,173
361,119,244
572,129,291
383,121,196
354,122,281
524,75,159
793,123,230
432,116,269
496,62,175
1192,134,205
1004,93,150
1058,54,203
432,119,300
803,149,245
794,50,228
826,51,237
1095,130,167
815,51,220
395,87,229
450,148,206
671,132,291
547,70,235
1019,77,199
564,66,271
793,121,286
941,56,200
382,118,171
752,115,184
425,101,175
785,132,150
448,80,222
977,125,205
1077,143,264
319,130,212
319,76,228
906,69,167
383,136,281
749,92,270
717,146,150
584,61,282
350,63,300
470,52,154
418,106,196
610,131,265
465,83,258
677,60,216
1033,91,180
1075,128,273
613,123,233
626,92,206
843,129,220
527,51,277
666,122,265
1162,90,183
741,143,215
894,112,229
865,107,297
761,51,238
998,54,211
663,148,173
349,132,238
403,63,161
972,133,225
592,55,185
1026,131,239
1166,110,264
996,82,220
1195,61,167
656,108,242
503,75,252
693,69,245
464,57,218
1170,72,270
418,99,272
1009,132,236
508,116,191
1043,120,300
335,125,258
786,125,266
1009,128,224
371,83,163
426,87,256
1063,140,270
311,90,275
1049,93,196
1184,104,287
870,139,223
399,68,202
415,75,156
978,114,289
1145,81,196
729,115,202
1194,140,244
938,138,162
366,84,245
303,101,298
345,96,163
1165,82,151
1039,144,271
638,122,272
1017,109,210
745,72,296
1130,148,177
863,119,234
485,117,195
823,129,248
885,70,161
828,95,168
1006,71,258
421,128,282
328,92,254
1051,137,236
525,131,240
793,133,184
1022,146,156
496,127,276
525,88,267
739,61,291
484,115,220
371,118,262
381,117,295
1173,120,212
750,116,236
875,60,259
1200,83,221
597,103,259
478,63,199
743,113,222
568,111,245
1090,82,277
662,53,184
901,141,245
1012,107,183
511,72,258
531,148,151
672,126,245
1032,119,201
457,136,151
838,129,180
1184,82,237
836,69,214
785,100,240
1138,87,167
965,111,209
771,147,164
1112,66,230
555,100,234
1165,86,240
649,134,261
1097,101,251
678,103,185
1160,102,160
439,67,285
439,78,153
1135,84,298
849,119,255
1033,100,243
505,138,270
882,146,294
1135,132,266
825,104,203
740,116,245
885,89,190
584,142,210
308,112,215
459,81,195
1081,118,291
429,102,238
1111,53,251
581,134,243
484,74,169
551,148,234
327,58,161
922,93,288
1053,68,234
895,117,265
315,61,266
1131,64,227
579,131,228
324,148,188
326,120,177
960,81,236
661,84,236
340,94,224
1025,52,290
910,119,232
1160,89,282
969,67,198
682,142,236
1179,76,235
1096,72,160
338,113,250
575,86,209
697,72,240
719,123,201
641,87,206
681,101,170
755,81,151
612,106,195
581,83,232
469,87,244
952,85,268
482,90,283
1002,133,246
386,51,222
588,87,186
1144,53,240
763,115,281
358,112,170
1107,142,151
894,56,243
1132,104,187
851,53,269
654,109,284
487,59,225
303,110,154
1178,120,179
397,70,232
593,99,186
359,137,251
320,93,288
702,113,226
611,72,190
464,128,276
623,91,181
1061,74,226
407,57,177
733,73,293
929,76,248
1098,94,281
1045,90,272
567,56,295
867,105,260
545,61,168
923,59,278
609,100,181
1106,85,291
724,54,278
969,116,197
878,69,267
536,126,207
1097,52,281
329,105,289
958,120,218
326,70,251
448,144,151
888,150,251
936,93,190
674,56,153
703,143,226
386,139,219
496,68,164
482,124,211
797,116,220
762,60,194
304,121,227
943,146,226
479,77,170
379,62,183
638,136,158
785,131,197
1117,82,266
305,53,254
734,125,204
671,54,261
333,134,168
1069,72,242
412,92,213
509,100,241
602,51,157
1170,63,255
663,101,212
882,133,297
778,138,238
343,108,283
405,76,223
855,131,298
730,109,256
382,129,156
1190,88,229
905,113,200
947,82,268
857,100,176
1070,88,193
1001,71,173
316,70,210
1069,113,292
1056,122,151
1190,89,262
1055,75,183
1107,60,192
1056,108,287
848,81,171
927,53,287
311,99,183
655,87,231
514,98,254
1090,146,158
584,126,262
1043,129,264
733,141,184
759,79,213
444,75,226
615,86,188
339,60,173
422,93,255
937,127,250
448,101,163
1198,122,206
1105,124,282
810,137,230
600,132,182
419,90,253
987,67,252
839,89,163
393,139,241
503,65,255
602,99,226
1189,123,281
566,68,203
963,79,190
839,122,254
601,109,272
1186,141,162
1051,51,286
741,65,270
550,138,234
465,69,151
461,81,270
370,81,224
615,84,172
804,101,280
439,148,185
344,128,172
1184,85,195
331,96,276
468,66,163
654,79,200
1078,62,264
925,81,168
468,94,239
969,81,185
521,128,244
785,148,252
906,74,170
323,92,180
787,150,187
887,65,279
782,133,262
1090,141,267
1181,53,251
1152,92,161
596,144,263
727,100,227
603,50,280
1123,106,208
1015,116,222
374,51,216
445,93,187
450,77,153
531,70,244
453,117,268
1168,87,160
649,64,183
725,143,286
707,76,267
1026,84,291
1093,112,186
957,109,274
792,58,262
351,52,201
907,123,246
356,149,215
588,92,241
559,106,179
395,106,182
979,106,231
447,137,225
1154,81,208
995,82,158
483,77,224
628,78,177
349,111,280
960,82,242
1159,90,181
385,66,178
334,64,249
419,128,238
641,70,170
643,55,187
1197,133,273
529,62,252
665,150,289
360,70,245
579,72,164
942,100,250
984,102,186
756,139,274
814,90,208
649,89,186
659,142,160
743,126,240
401,141,299
518,96,167
628,93,154
569,143,157
654,68,245
310,102,231
1097,74,283
390,143,196
610,110,235
726,136,190
721,51,200
454,144,162
1162,69,193
643,97,191
809,141,290
750,72,178
806,134,218
760,73,271
537,106,256
601,56,294
394,80,267
969,99,228
1079,137,162
700,67,164
773,60,271
609,91,273
434,150,234
584,108,202
834,71,168
1086,85,202
1128,141,196
641,108,213
567,146,210
1039,146,228
802,51,174
743,123,244
357,129,252
953,122,150
377,111,160
1114,139,168
759,78,166
1152,62,291
788,59,213
554,126,220
539,87,186
311,51,278
636,127,263
360,83,159
435,89,282
811,75,279
914,112,295
707,148,246
902,116,174
387,109,154
480,112,184
1028,108,189
895,135,287
653,93,183
430,92,280
365,70,280
953,76,204
644,57,221
1024,90,263
897,63,297
496,117,225
684,51,224
701,118,227
503,131,187
400,135,282
346,96,237
723,69,181
860,59,286
372,130,182
697,74,256
799,81,206
1079,115,187
498,92,253
1021,132,298
433,52,209
499,144,280
428,147,258
1063,140,292
1165,66,160
909,116,163
533,130,223
350,126,224
522,115,293
1081,146,266
864,91,230
1015,109,182
1032,123,287
446,84,165
732,55,247
368,117,273
1049,76,160
369,114,276
840,145,199
716,99,285
541,132,269
1166,53,184
700,95,194
327,73,155
407,139,209
468,146,287
678,111,151
572,117,250
1173,107,249
763,69,288
921,150,155
325,50,199
673,80,215
1024,125,235
630,143,157
1150,129,267
559,78,184
791,97,299
562,95,232
712,68,255
305,54,220
855,121,236
753,125,222
320,93,258
578,94,209
1068,124,252
819,76,223
564,69,180
1198,70,177
988,64,278
318,69,154
810,118,263
530,69,265
1103,120,235
1189,81,254
936,135,184
965,150,171
893,56,237
619,138,172
1061,138,163
828,127,295
556,83,259
358,75,273
370,115,230
598,140,222
1077,101,176
687,133,200
1175,136,285
333,59,271
384,100,258
1151,148,289
930,124,271
1024,116,200
957,54,202
1056,110,206
1196,56,194
570,53,275
699,132,241
418,55,205
546,136,247
698,126,256
687,88,271
386,57,164
466,84,150
661,114,205
345,99,193
1014,130,239
767,139,294
474,87,193
356,150,254
633,114,262
577,137,282
921,132,255
971,83,257
1012,67,298
1057,56,201
835,61,271
901,115,167
